"VAR_0001","VAR_0002","VAR_0003","VAR_0065","VAR_0070","VAR_0085","VAR_0136","VAR_0198","VAR_0211","VAR_0224","VAR_0238","VAR_0241","VAR_0268","VAR_0272","VAR_0273","VAR_0274","VAR_0281","VAR_0292","VAR_0294","VAR_0298","VAR_0302","VAR_0312","VAR_0314","VAR_0318","VAR_0323","VAR_0330","VAR_0337","VAR_0504","VAR_0513","VAR_0515","VAR_0539","VAR_0543","VAR_0549","VAR_0554","VAR_0560","VAR_0578","VAR_0582","VAR_0607","VAR_0608","VAR_0610","VAR_0612","VAR_0649","VAR_0654","VAR_0704","VAR_0707","VAR_0710","VAR_0711","VAR_0715","VAR_0719","VAR_0794","VAR_0805","VAR_0806","VAR_0809","VAR_0849","VAR_0852","VAR_0853","VAR_0854","VAR_0857","VAR_0870","VAR_0879","VAR_0880","VAR_0882","VAR_0884","VAR_0885","VAR_0887","VAR_0891","VAR_0895","VAR_0908","VAR_0916","VAR_0917","VAR_0918","VAR_0919","VAR_0920","VAR_0967","VAR_0969","VAR_1021","VAR_1087","VAR_1088","VAR_1119","VAR_1126","VAR_1127","VAR_1130","VAR_1135","VAR_1149","VAR_1150","VAR_1247","VAR_1257","VAR_1320","VAR_1328","VAR_1397","VAR_1494","VAR_1529","VAR_1530","VAR_1566","VAR_1746","VAR_1747","VAR_1749","VAR_1790","VAR_1934","VAR_0073"
"R",9,90,1,0,1,0,61,NA,1,1,93280,0,590,578,"CA",2,0,2012,225000,9,0,2012,225000,1,-1,0,0,0,11,0,15508,400,3,12,19,6,80,85,205,13,10118,999999994,1714,63,1,0,0,1,9,5,3,-99999,0,22,15,15,45,4,50,79,-99999,92,86,1714,-99999,436,12658,7,0,0,0,0,997,7,96,15008,29558,61,22,100,1046,15,59,60,0,30,392,96,998,12658,31,96,6,0,999999997,1,6,"BRANCH",NA
"R",88,40,1,0,1,0,27,NA,1,1,24577,0,326,301,"CT",2,0,-1,0,90,0,-1,0,61,-1,0,0,1,0,0,12693,998,13,2,9998,2,100,124,175,18,10718,999999994,3886,23,-99999,1,4,7,0,2,2,-99999,1,5,36,36,-99999,10,100,92,-99999,94,67,3886,-99999,500,-99999,0,0,0,0,0,998,3,96,12693,0,100,0,100,83,37,23,9994,0,1,500,994,998,11693,9996,17,1,0,10718,1,2,"BRANCH",NA
"R",204,373,15,2,2,1,50,NA,1,44,97370,0,444,420,"OR",2,0,2012,0,301,0,2012,0,3,-1,0.05,0,1,-1,0,23568,998,5,34,65,1,53,17,233,8,11048,999999994,657,53,-99999,-99999,-99999,0,6,10,11,-99999,0,-99999,41,41,-99999,1,65,87,94,88,100,616,-99999,495,-99999,9,0,0,0,0,997,15,96,20830,0,64,32,100,1210,38,77,76,0,1,300,96,0,14830,9996,86,2,0,3604,30,6,"IAPS",9.01247e+017
"H",180,0,1,0,1,0,44,NA,1,1,76641,0,489,465,"OH",1,0,-1,0,211,0,-1,0,9,-1,0,0,0,-1,0,135356,998,12,1,14,4,73,17,201,4,25188,999999994,5175,59,-99999,0,1,5,12,4,3,-99999,0,9,0,0,-99999,5,60,49,-99999,76,89,5175,-99999,1233,97191,10,0,0,0,0,1,6,1,135356,151906,79,19,100,4893,20,89,96,0,1,1088,994,0,127956,37,180,4,1,3283,400,4,"BRANCH",NA
"R",21,217,1,0,1,0,41,NA,1,1,91350,1,415,403,"CA",2,0,2012,535005,12,0,2012,535005,8,0,0,0,0,-1,0,300,400,2,23,73,1,136,119,136,46,999999996,999999997,297,114,-99999,-99999,-99999,0,12,1,0,-99999,1,-99999,14,20,37,8,8,90,-99999,90,100,297,-99999,329,-99999,7,0,0,0,0,997,1,96,300,33665,53,47,100,1286,36,124,84,0,1,300,99,998,999999997,30,129,3,98,999999998,998,1,"IAPS",NA
"H",108,72,1,0,1,0,50,NA,1,1,77034,0,277,253,"TX",2,1,2012,116998,145,1,2012,116998,94,-1,0,0,1,0,0,4300,998,9996,96,135,1,70,45,70,13,999999996,999999997,2590,76,-99999,1,3,3,0,3,3,-99999,0,0,-99999,-99999,-99999,2,50,43,-99999,55,100,2266,-99999,2794,16582,0,0,0,0,0,997,2,96,4300,0,100,0,100,1541,9996,128,9994,0,1,2800,994,998,999999997,9996,139,0,0,999999997,1,1,"BRANCH",NA
"H",373,241,1,0,1,0,60,NA,1,1,24237,1,569,557,"VA",2,0,-1,0,81,0,-1,0,1,-1,0,0,0,0,0,35229,400,26,1,6,5,180,149,461,4,1545,999999994,3163,133,-99999,-99999,-99999,0,17,4,5,-99999,9,-99999,0,0,-99999,9,43,73,0,86,100,2812,-99999,2021,20729,16,0,0,0,0,998,7,96,35229,91848,50,50,100,4324,9996,75,200,0,1,2720,48,998,20729,59,159,1,1,999999997,400,5,"IAPS",NA
"H",22,75,1,0,1,0,49,NA,1,1,31632,2,456,431,"GA",2,1,2012,249564,20,1,2012,249564,8,-1,0,0,0,0,0,13630,998,3,3,156,4,800,923,1273,10,999999996,999999997,2384,123,-99999,-99999,-99999,0,1,1,1,-99999,4,-99999,5,5,68,15,17,12,-99999,95,33,2384,2382,2500,-99999,1,0,0,0,0,998,1,1,13630,6000,73,7,80,1788,3,130,89,0,30,3263,994,997,999999997,9996,156,0,0,999999997,1,4,"IAPS",NA
"R",264,0,1,0,1,0,65,NA,1,1,29691,0,606,581,"NY",2,0,2010,0,314,0,2010,0,76,-1,0,0,1,13,0,2150,998,9996,96,9998,98,0,999999996,0,996,1430,999999994,765,14,-99999,4,7,13,1,1,3,-99999,0,0,1,1,-99999,1,33,92,-99999,94,-99999,765,-99999,600,-99999,0,0,0,0,0,1,98,96,2150,0,100,0,100,253,9996,36,9994,999999998,998,999999998,998,998,1650,9996,48,2,0,1430,1,1,"BRANCH",NA
"H",24,2,1,0,1,0,36,NA,1,2,30132,0,313,301,"GA",1,0,2011,0,5,0,-1,0,1,151000,1.06,1,0,17,3,23958,400,4,10,66,0,999999996,999999996,999999996,996,13898,999999994,7801,58,-99999,2,2,2,17,-99999,1,-99999,0,0,0,0,10,2,0,61,-99999,-99999,0,7801,-99999,-99999,23958,10,5247,10112,9896,28630,998,96,1,23958,26778,14,71,13,575,10,131,39,0,400,999999996,996,997,23958,38,188,1,98,999999998,998,0,"IAPS",NA
"R",8,5,1,0,1,0,20,NA,1,1,95404,0,228,225,"CA",2,0,2011,0,3,0,2011,0,1,0,0.13,0,1,19,0,17180,998,2,96,9998,98,0,999999996,0,996,2397,999999994,2129,12,-99999,1,1,1,0,0,3,0,4,4,2,2,-99999,4,100,74,-99999,32,100,2129,-99999,500,-99999,0,0,0,0,0,1,1,1,17180,0,83,0,83,60,1,13,9994,999999998,998,999999998,998,998,16680,9996,19,1,0,5750,1,0,"BRANCH",NA
"R",34,6,1,0,1,0,26,NA,1,1,80219,0,327,302,"TX",2,0,-1,0,30,0,-1,0,10,-1,0,0,1,-1,0,2500,998,9996,96,9998,1,133,102,133,13,999999998,999999998,1041,24,-99999,-99999,-99999,0,0,0,0,-99999,8,-99999,-99999,-99999,-99999,8,20,35,-99999,35,100,521,-99999,1500,-99999,0,0,0,0,0,998,1,96,2500,0,100,0,100,70,9996,18,9994,0,1,2500,42,998,999999998,9998,9998,1,98,999999998,998,0,"BRANCH",NA
"R",39,38,1,0,1,0,31,NA,1,1,60505,0,314,301,"MI",2,0,2012,142000,24,0,2012,142000,25,0,0.78,0,0,-1,0,3711,998,20,96,9998,4,100,152,275,13,539,999999994,2397,21,-99999,0,1,1,0,4,3,0,11,11,8,8,-99999,3,100,77,72,68,86,2397,-99999,676,19636,0,0,0,0,0,998,5,1,3711,0,83,0,83,130,5,21,9994,0,1,450,99,998,1411,9996,38,1,0,539,1,5,"IAPS",NA
"H",77,125,2,0,1,0,35,69,1,2,28034,0,292,280,"NC",2,0,2012,104000,88,0,2012,104000,1,-1,0,0,0,26,0,111595,998,67,96,9998,1,200,164,234,9,3694,999999994,16591,54,-99999,1,1,2,0,1,2,-99999,3,3,-99999,-99999,-99999,5,27,89,0,49,100,14221,90683,2190,-99999,1,0,0,0,0,1,4,96,111595,1089,94,6,100,1137,9996,67,136,0,1,2500,994,998,6045,9996,14,1,0,3694,1,0,"BRANCH",NA
"R",87,53,3,0,1,0,33,NA,1,3,94582,0,231,227,"CA",1,0,2012,961000,92,0,2012,252344,1,0,0.82,0,1,-1,4,32150,400,4,16,105,4,4052,4115,4130,297,999999996,999999997,3107,95,-99999,0,2,2,8,0,0,-99999,11,11,0,0,7,38,6,50,-99999,0,80,1554,-99999,400,-99999,7,0,0,0,16260,998,3,1,32150,37723,64,28,54,2306,31,98,79,0,1,7913,7,998,999999997,32,138,3,1,999999997,400,0,"MOBILE",7.3806e+017
"R",6,5,1,0,1,0,28,NA,1,1,80229,0,301,277,"MN",2,0,2012,165596,5,0,2012,165596,1,-1,0,1,0,77,0,79453,998,29,39,53,1,25,5,95,7,17849,999999994,4974,68,-99999,-99999,-99999,0,6,5,5,-99999,2,-99999,1,1,81,4,35,106,94,77,71,4974,-99999,573,14028,5,0,0,0,979,998,7,1,78853,1386,80,13,100,1819,15,66,89,0,1,300,91,997,76647,9996,119,2,98,999999998,998,4,"IAPS",NA
"R",19,49,1,0,1,0,44,NA,1,1,37013,0,404,379,"KY",2,0,-1,0,18,0,-1,0,1,0,0.85,0,1,0,0,88645,120,5,68,9998,5,185,302,654,10,2777,999999994,4070,24,-99999,1,1,2,3,6,3,-99999,2,2,3,-99999,-99999,5,58,75,44,54,100,2605,51216,780,17443,5,392,469,0,469,998,24,0,88645,1380,85,15,87,565,4,35,29,0,1,633,95,998,17443,9996,149,5,98,999999998,998,6,"BRANCH",NA
"R",41,65,6,1,4,1,34,NA,1,8,38134,1,338,326,"TN",-1,0,-1,0,41,0,-1,0,40,-1,0,1,0,0,1,35093,400,9,96,44,3,31,26,161,8,5307,999999994,1600,25,1,2,2,2,8,5,5,-99999,0,1,7,7,-99999,2,100,89,-99999,76,91,1600,-99999,346,6000,3,0,0,0,2962,998,8,1,35093,849,84,16,88,523,9996,26,44,0,1,373,107,0,33173,34,57,3,0,1270,1,6,"IAPS",8.6576e+017
"H",152,88,1,0,1,0,42,NA,1,1,97086,0,217,206,"OR",2,0,2012,375000,122,0,2012,375000,1,0,1.58,0,0,42,0,17320,400,21,29,9998,1,100,75,225,7,9235,999999994,8723,102,-99999,0,0,1,6,1,2,-99999,13,21,1,1,17,13,55,93,64,59,56,8723,-99999,1285,-99999,7,13122,13122,13122,13122,998,6,4,17320,940,50,11,50,1722,0,90,73,0,1,2500,994,998,10895,9996,123,0,98,999999998,998,1,"IAPS",NA
"H",376,76,1,0,1,0,74,NA,1,1,46614,0,674,637,"IN",1,1,2011,0,22,1,2011,0,1,0,0,1,-1,-1,1,14240,998,2,39,125,2,115,0,115,3,999999996,999999997,1979,116,-99999,-99999,-99999,0,7,3,3,-99999,8,-99999,0,0,0,8,21,108,98,108,17,1979,-99999,1840,-99999,7,7626,7626,7626,7626,998,6,3,11240,1000,39,9,36,3027,0,184,67,865,400,1950,113,998,999999997,9996,125,1,98,999999998,998,3,"BRANCH",NA
"H",75,62,1,0,1,0,54,NA,1,1,83316,0,518,494,"ID",2,0,2011,0,66,0,2011,0,1,-1,0,0,1,52,0,105569,998,41,1,15,2,50,93,252,9,11773,999999994,12910,70,-99999,0,1,1,3,1,2,-99999,6,7,1,1,1,6,24,85,41,29,73,9037,76172,1116,13434,2,279,279,0,279,998,7,2,105569,279,86,7,79,2439,5,79,52,0,60,1300,994,0,13434,9996,81,0,0,999999997,1,1,"BRANCH",NA
"R",8,60,1,0,1,0,25,NA,1,1,73703,0,307,295,"AR",2,0,-1,0,4,0,-1,0,1,-1,0,0,1,-1,0,43856,998,9996,96,6,2,906,1035,1093,43,945,999999994,5330,50,-99999,1,1,1,0,2,1,0,4,5,-99999,-99999,-99999,4,20,62,-99999,27,100,2665,-99999,2153,27943,0,0,0,0,0,997,7,96,43856,0,100,0,100,973,9996,52,9994,0,1,917,994,998,31881,9996,75,1,0,999999997,1,1,"RCC",NA
"H",141,107,1,0,1,0,39,NA,1,1,28320,0,302,290,"NC",2,0,-1,0,83,0,-1,0,49,-1,0,0,1,-1,0,14150,998,4,8,29,1,35,0,60,7,8538,999999994,3039,51,-99999,1,1,1,9,1,1,-99999,3,3,3,40,40,7,25,64,74,79,100,3039,-99999,500,13150,6,507,507,0,507,997,2,2,14150,2172,27,45,60,525,4,34,54,0,30,300,92,998,13150,9996,29,2,98,999999998,998,2,"BRANCH",NA
"R",7,37,1,0,1,0,45,NA,1,3,77095,0,411,399,"TX",2,1,2010,139483,11,1,2010,139483,1,99552,1,0,0,0,0,13306,998,18,96,16,2,95,165,270,10,7535,999999994,2150,38,-99999,1,1,1,0,5,4,0,1,1,47,47,-99999,1,100,97,100,93,100,2150,-99999,1154,-99999,8,0,124,0,961,1,4,0,13306,1103,56,44,70,421,46,62,41,0,1,510,994,998,7536,9996,101,3,0,7535,1,5,"BRANCH",NA
"R",13,132,1,0,1,0,33,NA,1,1,78550,0,333,321,"TX",2,0,-1,0,7,0,-1,0,7,-1,0,1,1,-1,3,26663,400,3,32,2,2,50,14,80,6,6981,80,3654,61,-99999,2,3,4,5,2,3,-99999,0,0,1,1,4,1,12,88,0,88,89,3132,-99999,541,12899,5,6867,19185,19185,19185,1,8,2,24861,33434,84,13,58,1744,3,55,65,574,400,750,994,0,23237,20,84,4,0,7437,1,2,"IAPS",NA
"R",97,66,1,0,1,0,26,NA,1,1,24651,0,330,305,"VA",2,0,-1,0,85,0,-1,0,6,-1,0,0,1,66,0,600,120,6,18,56,2,0,31,62,12,999999996,999999997,812,54,-99999,-99999,-99999,0,4,3,3,-99999,0,-99999,7,7,7,26,38,116,-99999,116,33,812,-99999,700,-99999,3,334,677,677,677,998,2,4,600,64,25,13,83,341,0,48,62,0,90,300,994,998,999999997,9996,56,1,98,999999998,998,2,"IAPS",NA
"R",163,65,2,0,1,0,27,69,1,2,91706,0,341,317,"CA",-1,0,-1,0,115,0,2012,425000,-1,-1,0,1,1,-1,0,13433,998,4,1,10,1,59,34,59,27,94,250,7632,46,1,3,3,4,1,1,3,-99999,1,1,10,10,-99999,1,50,100,51,80,100,7632,-99999,366,25391,1,0,0,0,200,1,2,96,13433,200,93,7,100,771,7,59,29,0,1,400,54,0,13033,9996,111,6,0,3311,60,0,"BRANCH",NA
"R",36,89,1,0,1,0,26,NA,1,1,77067,0,322,297,"TX",1,0,2012,101488,134,0,2012,72687,1,0,1.01,1,1,-1,0,40511,998,38,10,1,2,94,122,206,12,15403,999999994,4351,49,-99999,-99999,-99999,0,2,4,4,0,2,-99999,2,4,-99999,3,57,98,-99999,97,50,4351,-99999,808,19023,1,0,1392,0,1392,998,4,2,22253,1392,70,10,80,416,2,44,15,0,30,400,83,998,19023,9996,23,4,98,999999998,998,4,"IAPS",NA
"R",189,21,1,0,1,0,18,NA,1,1,23803,1,225,214,"VA",2,1,2011,0,117,1,2011,0,-1,-1,-1,0,0,-1,0,14957,998,9996,96,3,98,999999998,999999998,999999998,998,14557,999999994,7566,3,-99999,1,1,1,0,1,2,-99999,2,6,1,1,-99999,1,100,98,-99999,105,-99999,7566,-99999,500,14957,0,0,0,0,0,998,98,96,14957,0,100,0,100,3,9996,3,9994,999999998,998,999999998,998,0,14957,9996,3,2,98,999999998,998,98,"BRANCH",NA
"R",182,7,1,0,1,0,34,NA,1,1,90019,0,299,287,"CA",2,1,2012,0,173,1,2012,0,32,-1,0,0,1,-1,0,21100,998,10,9,9998,3,198,27,483,3,999999998,999999998,1777,57,-99999,-99999,-99999,0,2,4,3,-99999,0,-99999,3,3,-99999,2,69,75,-99999,75,88,1777,-99999,2378,-99999,0,0,0,0,0,998,9,1,21100,0,93,0,90,790,2,58,9994,0,1,5667,994,0,999999998,9998,9998,4,98,999999998,998,4,"IAPS",NA
"R",51,54,2,0,1,0,33,NA,1,4,54901,0,360,336,"WI",2,1,-1,0,20,1,-1,0,1,-1,0,0,1,0,0,35000,998,10,35,22,3,395,392,395,990,65,999999994,3375,86,-99999,0,1,5,1,0,1,-99999,11,11,23,23,76,10,0,48,-99999,0,86,2411,-99999,1392,21887,2,0,0,0,0,996,3,1,35000,3500,69,8,100,1162,22,83,97,0,30,2183,994,0,28450,9996,172,0,0,999999996,1,1,"BRANCH",7.64964e+017
"H",72,168,1,0,1,0,36,NA,1,1,32073,2,433,409,"NY",2,1,2012,354146,76,1,2012,354146,1,-1,0,0,0,0,0,373870,998,9996,96,120,4,600,482,1107,3,999999996,999999997,54771,85,-99999,0,1,1,0,3,3,-99999,1,12,-99999,-99999,-99999,1,23,87,4,75,100,36514,283672,7500,-99999,0,0,0,0,0,997,7,96,373870,0,100,0,100,2652,9996,85,9994,0,1,8840,83,997,999999997,9996,120,1,0,999999997,1,4,"BRANCH",NA
"R",4,134,3,3,4,2,31,NA,11,6,23666,0,387,362,"IL",1,0,-1,0,2,0,-1,0,1,-1,0,1,1,-1,2,17760,998,4,28,43,1,0,22,40,8,4553,0,2377,47,-99999,-99999,-99999,0,3,2,3,-99999,0,-99999,0,0,4,1,40,80,-99999,84,60,2037,-99999,1167,-99999,3,1883,1883,1883,1883,997,5,1,17760,23999,78,11,64,733,1,41,53,568,400,500,994,998,14260,9,107,4,0,11323,1,2,"IAPS",8.70085e+017
"R",20,20,1,0,1,0,53,NA,1,1,24502,0,932,738,"OH",2,1,-1,0,11,1,-1,0,11,141500,0,0,1,0,0,3050,998,9996,96,9998,1,200,215,245,47,1363,999999994,646,14,-99999,-99999,-99999,0,0,0,0,-99999,8,-99999,-99999,-99999,-99999,10,100,64,-99999,54,100,646,-99999,525,-99999,0,0,0,0,0,1,2,96,3050,0,100,0,100,47,9996,12,9994,0,1,750,61,0,2000,9996,17,2,0,1363,1,0,"BRANCH",NA
"H",12,24,4,4,5,2,26,NA,1,5,63118,0,321,296,"IL",2,0,2010,192492,8,0,2010,192492,1,125500,0.62,0,0,-1,0,173091,30,6,96,11,3,360,162,360,12,17301,999999994,7036,49,-99999,0,0,1,1,3,14,0,0,22,2,2,-99999,1,42,95,-99999,83,96,6775,-99999,5222,26354,1,230,230,0,230,998,5,1,173091,220,94,3,93,1532,1,53,8,0,1,2350,994,998,161641,9996,104,1,98,999999998,998,2,"IAPS",8.90606e+017
"R",96,144,8,0,1,0,60,NA,0,8,77904,0,525,512,"TX",2,0,-1,0,87,0,-1,0,55,0,0,1,1,56,2,1600,400,4,13,54,1,50,25,50,11,999999996,999999996,8928,70,-99999,1,1,1,5,2,3,-99999,0,0,37,38,38,3,50,81,0,91,80,7440,-99999,533,51723,4,0,0,0,13732,998,3,0,1600,19054,50,50,80,470,41,69,71,0,1,1000,100,998,999999996,36,118,1,1,999999997,400,2,"IAPS",NA
"R",1,27,1,0,1,0,23,NA,1,1,43064,0,296,260,"OH",-1,0,2011,0,13,0,2012,388000,12,208500,1.36,1,0,48,0,33549,998,3,12,2,97,999999997,999999997,999999997,997,19334,999999994,16609,51,-99999,2,2,2,10,-99999,2,-99999,0,0,10,22,25,3,0,99,-99999,-99999,0,16609,-99999,-99999,14172,9,745,20079,20079,20261,998,96,2,33549,927,18,64,60,248,24,29,38,999999997,997,999999997,997,998,33549,9996,68,3,98,999999998,998,97,"IAPS",NA
"R",5,24,2,1,2,1,28,NA,1,2,27703,0,19,12,"NC",2,0,-1,0,4,0,-1,0,4,-1,0,0,1,-1,0,5600,998,2,96,9998,4,220,287,307,126,999999998,999999998,661,8,-99999,-99999,-99999,0,0,0,0,-99999,4,-99999,1,1,-99999,3,33,22,-99999,22,100,165,-99999,740,-99999,0,0,0,0,0,996,8,0,5600,0,88,0,88,44,0,7,9994,0,1,800,26,998,999999998,9998,9998,5,98,999999998,998,0,"IAPS",8.80488e+017
"H",4,73,1,0,1,0,36,NA,1,1,28075,0,436,424,"OH",2,1,2011,0,1,1,2011,0,1,160000,0.69,0,0,-1,0,189535,998,34,3,14,2,54,54,54,0,18847,999999994,65328,68,-99999,-99999,-99999,0,2,0,1,-99999,0,-99999,14,14,19,1,25,96,-99999,5,33,48996,177386,1400,23935,2,0,0,0,0,997,2,2,189535,0,67,8,100,887,18,76,63,0,90,2550,994,2,23935,9996,126,3,0,999999997,1,1,"IAPS",NA
"R",36,42,1,0,1,0,46,NA,1,1,48220,0,435,423,"MI",2,1,2011,104878,35,1,2011,104878,21,40000,1.5,0,1,0,0,23739,998,4,19,14,6,41,0,186,5,14454,999999994,1777,88,-99999,0,0,2,9,6,4,-99999,0,14,21,21,26,1,38,85,-99999,82,100,1777,-99999,630,16810,7,0,0,0,0,998,10,96,22989,31283,79,16,100,3872,26,94,68,0,400,650,78,0,17810,23,161,6,0,763,1,6,"IAPS",NA
"R",14,120,1,0,1,0,37,NA,1,1,40517,0,447,423,"KY",1,1,-1,0,1,1,-1,0,1,-1,0,0,1,-1,0,27360,998,8,1,41,2,150,51,168,7,12442,999999994,3286,54,-99999,0,3,4,16,3,2,-99999,7,7,0,0,0,7,43,59,-99999,97,40,3286,-99999,970,23090,12,3490,19238,19139,19573,998,4,1,27360,48186,30,45,18,1033,0,59,66,0,120,410,99,0,25090,24,143,2,0,1179,1,3,"BRANCH",NA
"R",146,0,2,0,1,0,43,217,1,2,29702,1,505,493,"SC",1,1,2011,0,191,0,-1,0,1,-1,0,0,0,-1,0,500,998,9996,96,9998,98,999999998,999999998,999999998,998,270,999999994,464,5,-99999,2,4,5,1,0,2,-99999,0,0,114,-99999,-99999,1,100,93,-99999,75,100,464,-99999,200,-99999,0,0,0,0,0,998,1,96,500,0,100,0,100,5,9996,5,9994,999999998,998,999999998,998,0,500,9996,5,0,0,270,1,98,"BRANCH",NA
"H",999,31,54,31,30,8,40,NA,11,81,60628,0,318,293,"IL",2,1,2011,142000,188,1,2011,142000,1,-1,0,1,0,0,0,20079,400,2,6,21,1,0,999999996,0,996,15187,999999994,4509,77,-99999,1,3,7,13,1,3,-99999,4,4,0,0,50,4,33,100,-99999,99,0,4509,-99999,462,15329,3,0,0,0,0,998,2,0,20079,29799,54,23,75,1183,0,88,43,0,1,400,994,998,19679,58,235,2,0,2587,1,1,"IAPS",8.84505e+017
"H",177,261,1,0,1,0,56,NA,1,1,98408,1,392,367,"WA",1,0,2012,291081,221,0,2012,0,1,0,1.36,0,0,0,0,334113,998,6,4,43,2,1400,1284,1598,17,8439,999999994,40390,75,-99999,-99999,-99999,0,0,4,3,1,0,-99999,0,0,-99999,8,45,85,-99999,70,75,35341,257746,4104,21989,0,0,0,0,0,998,6,1,334113,0,83,0,88,1792,0,74,9994,0,1,7000,91,0,21989,9996,153,2,0,999999997,1,4,"BRANCH",NA
"H",237,0,1,0,1,0,76,NA,1,1,31206,1,740,715,"GA",-1,0,-1,0,255,0,2012,0,1,-1,0,0,0,-1,0,52480,998,9996,96,117,1,100,55,150,9,999999996,999999997,8391,122,-99999,-99999,-99999,0,0,0,0,-99999,-99999,-99999,2,2,-99999,48,29,52,-99999,21,67,8391,23309,4355,-99999,0,0,0,0,0,997,2,96,52480,0,100,0,100,1245,9996,125,9994,0,1,5500,994,998,999999997,9996,117,2,0,999999997,1,0,"BRANCH",NA
"H",210,90,1,0,1,0,58,NA,1,1,35803,0,530,505,"AL",1,0,2012,0,23,0,-1,0,1,0,0,0,1,-1,0,53674,998,2,16,4,2,200,42,240,5,5259,999999994,26141,118,-99999,0,2,5,7,2,4,-99999,1,11,47,47,47,7,14,90,-99999,90,90,26141,151423,3167,28120,6,0,0,0,0,998,8,1,50931,0,63,0,100,3881,43,108,161,0,1,4500,994,0,41431,9996,268,0,0,8099,90,2,"BRANCH",NA
"H",6,3,1,0,1,0,34,NA,1,1,63031,0,311,299,"MO",2,0,2012,109858,8,0,2012,109858,1,0,0.42,0,0,2,0,90014,90,7,7,28,4,54,0,108,4,10813,999999994,532,45,-99999,-99999,-99999,0,0,1,0,-99999,-99999,-99999,-99999,-99999,-99999,35,33,14,0,14,100,177,-99999,1225,-99999,3,740,740,740,740,30,6,0,90014,0,33,17,44,286,0,43,36,0,90,630,112,0,21228,9996,110,2,0,1741,30,4,"MOBILE",NA
"H",49,26,14,13,14,7,36,NA,1,15,77521,1,418,394,"AL",2,0,2012,73148,44,0,2012,73148,32,-1,0,1,0,-1,2,20491,400,8,1,8,97,999999997,999999997,999999997,997,20219,999999994,10313,36,-99999,0,1,1,4,-99999,2,-99999,0,10,0,0,-99999,1,0,99,-99999,-99999,100,10313,-99999,-99999,20491,6,22409,22850,22806,23127,998,96,0,20491,959,14,86,25,229,9996,8,58,999999997,400,999999997,997,0,20491,9996,8,3,98,999999998,998,97,"IAPS",8.95687e+017
"H",209,60,2,0,1,0,41,NA,1,2,74056,0,516,492,"OK",2,1,2012,0,170,1,2012,0,3,-1,0,1,1,0,0,32275,998,2,18,4,1,183,168,183,163,2588,999999994,4490,72,-99999,1,4,5,15,1,6,-99999,3,3,3,3,3,3,50,99,-99999,89,67,4490,-99999,500,19585,10,1406,14823,14823,15821,998,1,6,32275,11351,29,29,78,1131,16,21,114,0,1,500,22,998,31775,77,202,4,98,999999998,998,0,"BRANCH",8.8623e+017
"R",84,24,1,0,1,0,54,NA,1,1,30240,0,483,471,"GA",2,0,2012,0,89,0,2012,0,42,0,0,0,1,-1,0,13806,998,3,10,29,97,999999997,999999997,999999997,997,4737,999999994,4737,57,-99999,0,2,5,14,-99999,0,-99999,6,9,2,2,4,28,0,34,-99999,-99999,0,4737,-99999,-99999,-99999,6,736,736,736,1227,997,96,0,13806,3618,0,86,0,174,1,9994,55,999999997,997,999999997,997,998,13806,62,67,0,1,999999997,400,97,"BRANCH",NA
"H",64,194,1,0,1,0,53,NA,1,1,60661,0,494,470,"IL",2,0,2011,0,79,0,2011,0,29,245920,1.04,0,1,61,0,800974,30,13,31,144,8,1500,2512,2607,108,999999996,999999997,62929,103,-99999,-99999,-99999,0,2,1,3,-99999,2,-99999,18,18,-99999,13,32,87,0,33,95,49444,216992,11300,-99999,2,0,0,0,0,997,15,2,785874,0,89,5,100,3870,17,109,42,0,30,13788,994,998,999999997,9996,145,2,0,999999997,1,2,"BRANCH",NA
"R",34,999,1,0,1,0,44,NA,1,1,27534,0,363,339,"TX",2,0,-1,0,31,0,-1,0,2,-1,0,0,1,61,1,27188,998,2,21,79,97,0,999999996,0,996,5893,189,2169,53,-99999,2,2,4,10,2,2,-99999,0,0,0,0,1,4,57,75,-99999,73,0,2169,-99999,3489,-99999,8,867,972,867,13244,1,7,4,27188,31419,53,18,46,1254,0,35,53,999999997,997,999999997,997,2,13233,30,137,4,1,11419,400,2,"IAPS",NA
"R",6,7,1,0,1,0,62,NA,1,1,75044,0,581,557,"IN",2,0,2011,98642,4,0,2011,98642,1,0,0.79,0,1,5,4,53372,400,5,28,21,2,50,31,100,6,6933,999999994,12276,63,-99999,-99999,-99999,0,8,2,3,-99999,9,-99999,1,1,1,21,33,92,-99999,96,75,12276,40207,900,10972,11,42164,42837,42583,91799,997,2,1,53372,262305,36,45,36,1491,1,95,47,0,1,900,994,998,10972,29,92,1,0,999999997,1,2,"IAPS",NA
"H",96,182,3,0,2,0,42,NA,1,4,21223,0,364,340,"VA",2,1,2011,0,97,1,2011,0,96,-1,0,0,0,-1,0,269314,998,3,13,10,1,100,95,150,21,139,200,20467,34,-99999,1,2,4,2,0,3,-99999,0,0,7,7,-99999,0,60,100,-99999,18,100,20467,129223,533,9973,2,0,0,0,158,996,5,2,268314,29,69,13,75,575,5,30,19,0,1,300,994,0,14694,9996,122,2,0,885,1,1,"IAPS",8.14031e+017
